 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_avg_avg, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, global_subjectivity, global_sentiment_polarity, rate_positive_words, rate_negative_words, title_subjectivity, title_sentiment_polarity, shares
?,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,t,t,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,t,?,?,?,?,?,t,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,t,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,t,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,?,?,?,?,t,t,?,?,?,?,?,t,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,t,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,?,t,?,?,t,t,?,?,?,t,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,t,?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,t,?,t,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,t,t,?,t,?,?,?
t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,t,t,?,t,?,?,?
?,t,?,t,t,?,t,?,t,t,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,t,?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,t,?,?,t,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,t,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,t,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,?,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,t,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,t,?,t,?,?,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,t,t,t,?,?,?,?,t,?,?,?,t,?,?,t,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,t,?,?,t,t,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,t,t,?,t,?,?,?
?,t,?,t,t,?,?,?,t,t,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,t,t,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,t,?,?,?,?,t,t,?,t,?,?,?
?,?,t,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,t,t,t,?,?,t,t,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,t,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,t,t,?,t,t,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,t,t,?,t,?,?,?
?,t,?,t,t,t,t,?,t,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,t,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,t,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
t,t,?,t,?,t,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,t,t,?,?,?,?,?,?,t,?,?,t,t,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,?,t,t,?,t,?,?,t,t,?,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,t,t,t,t,?,t,?,?,?,t,?,?,?,?,t,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,t,?,t,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,t,?,t,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,?,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,t,t,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,t,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,t,?,?,t,?,?,?,?,?,?,t,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,t,?,t,t,?,t,?,?,?,?,t,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,?,t,t,?,?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,t,t,t,?,?,?,?,?,?,t,t,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,t,t,?,t,?,?,?
t,?,t,t,?,?,t,?,t,t,?,?,?,?,?,?,t,t,?,?,t,?,?,?,?,?,t,t,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,t,?,?,t,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,t,t,t,?,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,t,t,t,?,?,?,t,t,?,?,?,t,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,t,t,?,t,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,t,t,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,t,t,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,t,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,?,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,t,?,t,?,?,?,t,?,?,?,?,t,t,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,t,?,t,?,t,?,t,?,t,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,?,?,?,?,?,?,t,?,t,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,?,?,t,t,t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,t,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,t,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,t,?,?,t,t,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,t,?,?,t,t,?,?,t,?,?,?,?,t,t,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,t,?,t,?,t,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,t,?,?,t,t,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,t,?,t,?,t,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,?,?,t,?,t,?,?,t,t,?,?,?,?,t,?,?,t,?,?,?,?,t,?,?,?,t,t,?,t,?,?,?
?,t,?,t,?,?,t,?,t,t,?,?,?,?,?,t,?,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,t,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,t,?,?,t,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,?,t,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,t,?,t,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,t,?,t,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,t,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,t,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,?,t,t,?,?,?,t,t,?,?,?,t,?,?,t,t,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
t,t,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,t,t,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,t,t,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,t,?,?,?,?,?,t,t,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,t,?,?,?,t,t,?,?,?,?,?,t,t,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,?
t,t,?,t,t,?,t,?,?,t,?,t,?,?,?,?,t,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
t,?,t,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,t,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?
?,t,?,t,t,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?
t,?,?,t,t,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,t,?,t,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?
t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?
